10383	0.53	0.14
10599	'n/a'	0.16
10815	'n/a'	0.08
11031	'n/a'	0.05
11247	'n/a'	0.04
11464	0.53	0.05
11650	'n/a'	0.04
11836	'n/a'	0.08
12022	'n/a'	0.08
12208	'n/a'	0.12
12394	'n/a'	0.1
12580	'n/a'	0.09
12766	'n/a'	0.07
12952	'n/a'	0.06
13138	'n/a'	0.08
13324	'n/a'	0.04
13510	'n/a'	0.01
14254	'n/a'	0.01
14440	'n/a'	0.03
14626	'n/a'	0.02
14812	'n/a'	0.1
14998	'n/a'	0.08
15184	'n/a'	0.05
15370	'n/a'	0.07
15556	'n/a'	0.04
15742	'n/a'	0.01
15928	'n/a'	0.02
16300	'n/a'	0.0
16486	'n/a'	0.03
16672	'n/a'	0.04
16858	'n/a'	0.05
17044	'n/a'	0.01
17230	'n/a'	0.03
17416	'n/a'	0.02
17602	'n/a'	0.02
18718	'n/a'	0.02
18904	'n/a'	0.05
19090	'n/a'	0.04
19276	'n/a'	0.03
19462	'n/a'	0.02
19648	'n/a'	0.02
19834	'n/a'	0.02
20020	'n/a'	0.02
20206	'n/a'	0.01
20392	'n/a'	0.01
20578	'n/a'	0.02
20764	'n/a'	0.02
20950	'n/a'	0.02
21136	'n/a'	0.02
21322	'n/a'	0.04
21508	'n/a'	0.01
21694	'n/a'	0.01
21880	'n/a'	0.01
22438	'n/a'	0.0
22624	'n/a'	0.01
22810	'n/a'	0.03
22996	'n/a'	0.01
23182	'n/a'	0.01
23368	'n/a'	0.01
23554	'n/a'	0.01
23740	'n/a'	0.01
23926	'n/a'	0.01
24112	'n/a'	0.01
24298	'n/a'	0.02
24484	'n/a'	0.01
24670	'n/a'	0.01
24856	'n/a'	0.03
25042	'n/a'	0.01
25228	'n/a'	0.06
25414	'n/a'	0.05
25600	'n/a'	0.03
25972	'n/a'	0.02
26158	'n/a'	0.03
26344	'n/a'	0.04
26530	'n/a'	0.06
26716	'n/a'	0.09
26902	'n/a'	0.04
27088	'n/a'	0.08
27274	'n/a'	0.12
27460	'n/a'	0.1
27646	'n/a'	0.07
27832	'n/a'	0.02
28018	'n/a'	0.06
28204	'n/a'	0.04
28390	'n/a'	0.03
28576	'n/a'	0.03
28762	'n/a'	0.09
28989	0.53	0.05
29174	'n/a'	0.09
29359	'n/a'	0.05
29544	'n/a'	0.05
29729	'n/a'	0.13
29914	'n/a'	0.11
30099	'n/a'	0.06
30284	'n/a'	0.03
30469	'n/a'	0.1
30654	'n/a'	0.12
30839	'n/a'	0.12
31024	'n/a'	0.15
31209	'n/a'	0.13
31394	'n/a'	0.06
31579	'n/a'	0.07
31764	'n/a'	0.08
31949	'n/a'	0.04
32134	'n/a'	0.08
32319	'n/a'	0.12
32504	'n/a'	0.13
32694	0.53	0.1
32923	0.74	0.09
33089	0.64	0.07
33300	'n/a'	0.28
33511	'n/a'	0.2
33722	'n/a'	0.13
33933	'n/a'	0.12
34145	0.53	0.12
34379	'n/a'	0.09
34613	0.64	0.16
34814	'n/a'	0.08
35015	'n/a'	0.08
35216	'n/a'	0.11
35417	'n/a'	0.13
35618	'n/a'	0.08
35819	'n/a'	0.07
36020	'n/a'	0.06
36221	'n/a'	0.06
36422	'n/a'	0.02
36632	0.85	0.06
36841	'n/a'	0.04
37050	0.53	0.06
37320	'n/a'	0.13
37590	0.64	0.09
37806	'n/a'	0.07
38022	'n/a'	0.08
38239	0.64	0.1
38471	0.53	0.11
38741	'n/a'	0.15
39011	0.74	0.09
39197	'n/a'	0.07
39383	'n/a'	0.08
39569	'n/a'	0.08
39758	0.64	0.1
39981	0.53	0.11
40170	'n/a'	0.12
40359	'n/a'	0.07
40548	'n/a'	0.05
40737	'n/a'	0.1
40926	'n/a'	0.1
41115	'n/a'	0.05
41304	'n/a'	0.08
41493	'n/a'	0.06
41682	'n/a'	0.08
41871	'n/a'	0.02
42062	0.64	0.06
42274	'n/a'	0.07
42486	'n/a'	0.06
42698	'n/a'	0.09
42910	'n/a'	0.14
43122	'n/a'	0.13
43337	0.53	0.05
43573	0.74	0.1
43758	'n/a'	0.12
43943	'n/a'	0.13
44128	'n/a'	0.05
44313	'n/a'	0.05
44498	'n/a'	0.05
44683	'n/a'	0.08
44868	'n/a'	0.01
99258	'n/a'	0.05
99443	'n/a'	0.01
99813	'n/a'	0.0
99998	'n/a'	0.02
100183	'n/a'	0.02
100368	'n/a'	0.03
100553	'n/a'	0.03
100738	'n/a'	0.02
100923	'n/a'	0.01
101108	'n/a'	0.01
101663	'n/a'	0.01
101848	'n/a'	0.02
102033	'n/a'	0.02
102218	'n/a'	0.0
102403	'n/a'	0.03
102588	'n/a'	0.02
102773	'n/a'	0.02
102958	'n/a'	0.02
103143	'n/a'	0.02
103328	'n/a'	0.01
103513	'n/a'	0.03
103698	'n/a'	0.01
103883	'n/a'	0.02
104068	'n/a'	0.0
104253	'n/a'	0.01
104438	'n/a'	0.02
104623	'n/a'	0.01
104808	'n/a'	0.02
104993	'n/a'	0.03
105178	'n/a'	0.17
105363	'n/a'	0.2
105548	'n/a'	0.25
105733	'n/a'	0.11
105918	'n/a'	0.02
106104	0.53	0.07
106310	'n/a'	0.07
106516	'n/a'	0.06
106722	'n/a'	0.03
106928	'n/a'	0.12
107134	'n/a'	0.18
107345	0.53	0.14
107566	'n/a'	0.12
107787	0.64	0.16
108039	'n/a'	0.2
108291	0.64	0.1
