9411299	1.6	0.45
9411485	'n/a'	0.54
9411671	'n/a'	0.71
9411857	'n/a'	0.58
9412043	'n/a'	0.46
9412229	0.74	0.27
9412322	1.6	0.25
9412538	1.06	0.34
9412708	0.96	0.39
9412978	2.23	0.67
9413142	0.64	0.62
9413475	1.06	0.6
9413742	1.28	0.75
9413938	1.17	0.53
9414105	1.7	0.52
9414352	1.49	0.66
9414528	1.06	1.1
9414706	1.17	0.71
9414898	3.19	0.69
9415135	2.55	0.96
9415303	2.23	1.02
9415491	2.87	1.12
9415676	'n/a'	1.01
9415861	1.81	0.93
9416028	2.23	0.8
9416110	1.91	0.69
9416269	2.23	0.53
9416512	'n/a'	1.08
9416755	2.13	0.84
9416939	4.57	0.89
9417212	'n/a'	1.27
9417485	2.34	0.78
9417665	3.83	0.92
9417849	3.4	0.99
9418049	4.04	1.12
9418243	3.3	0.6
9418436	3.08	0.98
9418617	1.6	1.01
9418806	1.6	0.89
9419017	1.81	0.71
9419194	2.55	0.72
9419383	1.81	0.81
9419544	2.45	0.68
9419728	2.45	0.97
9419885	1.49	1.02
9420042	1.91	0.87
9420228	'n/a'	1.16
9420415	2.02	1.04
9420608	2.23	0.71
9420844	'n/a'	1.04
9421080	2.02	0.92
9421156	0.96	0.83
9421314	1.91	0.67
9421537	'n/a'	0.83
9421760	'n/a'	0.67
9421983	1.38	0.33
9422148	1.81	0.42
9422418	0.85	0.38
9422713	0.53	0.29
9422922	'n/a'	0.22
9423131	'n/a'	0.18
9423342	1.6	0.32
9423529	'n/a'	0.43
9423716	'n/a'	0.55
9423903	'n/a'	0.36
9424091	0.96	0.26
9424288	1.7	0.31
9424479	'n/a'	0.36
9424670	'n/a'	0.12
9424861	'n/a'	0.18
9425052	'n/a'	0.2
9425243	'n/a'	0.31
9425434	'n/a'	0.4
9425626	1.91	0.62
9425837	2.98	0.3
9426039	1.06	0.78
9426360	2.02	0.57
9426610	'n/a'	1.05
9426860	1.7	0.68
9427209	1.28	0.53
9427359	0.96	0.22
9427539	0.64	0.44
9427869	1.49	0.14
9427961	1.17	0.12
9428133	0.85	0.41
9428356	'n/a'	0.53
9428580	1.28	0.28
9428789	1.49	0.34
9428990	'n/a'	0.36
9429191	'n/a'	0.49
9429393	1.81	0.18
9429573	1.91	0.07
9429929	1.06	0.65
9430117	1.49	0.52
9430322	'n/a'	0.92
9430527	1.17	0.31
9430711	0.96	0.27
9430880	0.96	0.25
9431073	0.74	0.26
9431285	'n/a'	0.31
9431497	1.06	0.4
9431696	1.91	0.55
9431901	1.28	0.53
9432092	1.91	0.52
9432357	1.17	0.63
9432531	1.7	0.31
9432758	'n/a'	0.69
9432985	'n/a'	0.61
9433214	0.96	0.43
9433366	1.28	0.31
9433526	1.38	0.19
9433766	'n/a'	0.42
9434006	'n/a'	0.8
9434248	1.81	0.4
9434586	0.53	0.85
9434802	1.38	0.31
9434964	1.7	0.48
9435190	2.13	0.58
9435371	1.81	0.43
9435550	2.13	0.25
9435754	'n/a'	0.6
9435958	'n/a'	0.97
9436162	'n/a'	0.63
9436368	1.28	0.27
9436626	1.06	0.29
9436938	0.53	0.22
9437142	0.96	0.14
9437329	'n/a'	0.11
9437516	'n/a'	0.16
9437703	'n/a'	0.12
9437891	0.53	0.17
9438106	0.53	0.15
9438331	'n/a'	0.2
9438556	'n/a'	0.27
9438781	'n/a'	0.07
9439007	0.74	0.11
9439192	'n/a'	0.12
9439377	'n/a'	0.33
9439562	'n/a'	0.26
9439747	'n/a'	0.24
9439934	0.74	0.31
9440209	1.06	0.34
9440447	0.96	0.42
9440658	'n/a'	0.54
9440869	'n/a'	0.55
9441080	1.38	0.19
9441281	'n/a'	0.26
9441482	'n/a'	0.5
9441685	0.74	0.41
9441931	2.55	0.32
9442101	0.96	0.26
9442330	'n/a'	0.39
9442559	'n/a'	0.3
9442788	'n/a'	0.99
9443018	1.81	0.3
9443258	'n/a'	0.92
9443498	'n/a'	0.44
9443738	1.17	0.29
9443972	0.96	0.3
9444165	'n/a'	0.45
9444358	'n/a'	0.45
9444553	1.17	0.19
9444686	1.17	0.12
9444892	1.49	0.23
9445061	0.96	0.26
9445297	'n/a'	0.49
9445533	'n/a'	0.56
9445771	2.34	0.32
9445960	'n/a'	0.68
9446149	'n/a'	0.97
9446338	1.28	0.35
9446457	1.91	0.26
9446638	1.28	0.45
9446894	1.7	0.42
9447068	1.7	0.35
9447264	'n/a'	0.5
9447460	'n/a'	0.48
9447658	1.49	0.24
9447906	0.96	0.08
9448106	'n/a'	0.32
9448306	'n/a'	0.27
9448506	'n/a'	0.51
9448706	'n/a'	0.43
9448908	0.96	0.08
9449101	'n/a'	0.2
9449294	'n/a'	0.28
9449487	'n/a'	0.28
9449683	1.7	0.25
9450015	2.23	0.73
9450203	'n/a'	1.04
9450391	'n/a'	1.8
9450581	1.81	0.35
9450791	'n/a'	0.4
9451001	'n/a'	0.57
9451212	1.28	0.64
9451379	2.13	0.49
9451467	2.02	0.43
9451661	'n/a'	1.23
9451855	'n/a'	1.57
9452049	1.28	0.65
9452152	2.45	0.61
9452449	3.08	0.47
9452708	'n/a'	1.46
9452968	1.6	0.65
9453095	1.7	0.21
9453271	2.02	0.41
9453590	1.49	0.4
9453821	3.62	0.58
9454013	'n/a'	0.69
9454205	'n/a'	1.49
9454397	'n/a'	0.3
9454592	1.06	0.18
9454784	0.64	0.12
9454966	1.7	0.17
9455161	'n/a'	0.94
9455356	'n/a'	0.69
9455553	1.81	0.48
9455723	2.23	0.62
9455938	'n/a'	1.02
9456154	1.49	0.52
9456322	2.87	0.45
9456492	2.45	0.27
9456768	'n/a'	0.87
9457044	0.53	0.33
9457170	2.34	0.49
9457357	'n/a'	0.44
9457545	0.85	0.62
9457720	2.45	0.53
9457848	1.06	0.52
9458011	1.49	0.68
9458242	1.06	0.59
9458344	1.06	0.37
9458545	0.85	0.54
9458758	'n/a'	0.64
9458971	'n/a'	1.04
9459184	'n/a'	0.71
9459398	4.68	0.76
9459524	2.02	0.72
9459726	4.36	1.14
9459930	'n/a'	1.3
9460135	1.28	0.91
9460356	'n/a'	0.3
9460577	1.49	0.12
9460786	1.38	0.32
9460986	'n/a'	0.46
9461186	'n/a'	0.76
9461388	2.34	0.52
9461559	2.02	0.36
9461785	'n/a'	1.0
9462011	'n/a'	0.58
9462237	2.23	0.8
9462427	1.81	0.41
9462629	'n/a'	0.95
9462831	'n/a'	0.61
9463035	1.28	0.2
9463142	0.64	0.22
9463316	0.96	0.31
9463616	1.28	0.18
9463800	1.38	0.29
9463991	'n/a'	0.25
9464182	'n/a'	0.63
9464373	'n/a'	0.95
9464564	'n/a'	0.54
9464755	'n/a'	0.22
9464946	'n/a'	0.39
9465137	'n/a'	0.64
9465328	'n/a'	1.12
9465520	1.28	0.34
9465671	3.72	0.59
9465861	2.34	0.37
9466038	2.13	0.4
9466308	'n/a'	2.01
9466579	0.85	0.79
9466663	0.96	0.66
9466737	2.13	0.77
9466925	'n/a'	0.69
9467113	'n/a'	0.24
9467301	1.7	0.11
9467517	0.85	0.35
9467740	'n/a'	0.88
9467963	'n/a'	0.81
9468186	'n/a'	0.5
9468411	1.28	0.15
9468724	0.53	0.23
9469050	0.85	0.3
9469350	1.91	0.46
9469639	3.93	0.54
9469807	1.38	0.26
9470008	'n/a'	0.85
9470210	1.38	0.15
9470418	'n/a'	0.34
9470626	'n/a'	0.44
9470834	1.49	0.15
9471063	1.28	0.54
9471249	'n/a'	0.46
9471435	'n/a'	0.36
9471621	'n/a'	0.3
9471810	0.74	0.14
9472011	0.74	0.23
9472212	'n/a'	0.24
9472413	'n/a'	0.29
9472615	2.34	0.38
9472799	1.38	0.22
9472984	'n/a'	0.52
9473169	3.3	0.83
9473368	'n/a'	1.06
9473567	'n/a'	1.11
9473766	2.55	0.9
9473959	'n/a'	0.67
9474152	4.25	1.04
9474341	2.34	0.29
9474555	1.17	0.43
9474801	'n/a'	0.38
9475048	1.38	0.19
9475264	'n/a'	0.41
9475480	'n/a'	0.32
9475696	1.06	0.13
9475854	1.17	0.13
9476049	0.96	0.23
9476243	'n/a'	0.28
9476437	'n/a'	0.89
9476631	'n/a'	0.75
9476828	0.53	0.29
9476934	1.28	0.41
9477168	0.74	0.42
9477309	1.06	0.29
9477562	2.34	0.35
9477667	0.85	0.32
9477889	'n/a'	0.71
9478111	0.74	0.58
9478363	'n/a'	1.06
9478616	1.6	0.7
9478780	0.85	0.39
9478860	0.85	0.47
9479116	0.53	0.41
9479324	0.96	0.28
9479502	0.64	0.26
9479600	1.17	0.23
9479748	0.64	0.29
9479950	'n/a'	0.56
9480152	'n/a'	0.65
9480356	2.13	0.17
9480515	2.34	0.23
9480777	'n/a'	0.65
9481040	1.49	0.27
9481240	'n/a'	1.05
9481440	'n/a'	1.08
9481640	'n/a'	0.7
9481840	1.49	0.19
9482188	0.96	0.37
9482451	1.38	0.59
9482649	'n/a'	0.46
9482848	0.64	0.42
9483036	'n/a'	0.33
9483224	'n/a'	0.28
9483412	'n/a'	0.21
9483602	0.96	0.12
9483813	0.74	0.11
9484083	'n/a'	0.04
9484354	0.53	0.1
9484539	'n/a'	0.03
9484724	'n/a'	0.18
9484909	'n/a'	0.57
9485094	'n/a'	0.45
9485279	1.81	0.16
9485500	'n/a'	0.4
9485721	'n/a'	0.82
9485944	1.91	0.23
9486116	2.45	0.42
9486301	'n/a'	0.78
9486486	'n/a'	0.62
9486672	1.28	0.33
9486783	1.06	0.43
9486979	1.81	0.53
9487151	1.28	0.31
9487354	2.23	0.49
9487509	1.91	0.3
9487762	'n/a'	0.75
9488015	1.38	0.21
9488173	1.06	0.25
9488354	0.85	0.12
9488539	0.74	0.11
9488705	0.85	0.27
9488903	'n/a'	0.3
9489101	'n/a'	0.31
9489299	'n/a'	0.08
9489497	'n/a'	0.1
9489695	'n/a'	0.04
9489895	0.53	0.0
9490088	0.74	0.16
9490329	0.53	0.07
9490538	1.28	0.27
9490825	1.06	0.22
9490999	1.17	0.19
9491297	0.64	0.4
9491549	0.85	0.14
9491786	'n/a'	0.42
9492023	0.85	0.22
9492225	1.6	0.25
